#OTU ID	S1903c111_10m_3	S1903c117_50m_3	S1903c118_23m_3	S1903c119_11m_3	S1903c122_28m_3	S1903c123_10m_3	S1903c124_15m_3	S1903c126_45m_3	S1903c127_7m_3	S1903c129_26m_3	S1903c144_13m_3	Las19c107_10m_3	Las19c135_5m_3	Las19c138_27m_3	S1903c111_10m_1	S1903c117_50m_1	S1903c117_50m_2	S1903c118_23m_2	S1903c119_11m_2	S1903c122_28m_1	S1903c122_28m_2	S1903c123_10m_1	S1903c123_10m_2	S1903c124_15m_1	S1903c124_15m_2	S1903c126_45m_1	S1903c126_45m_2	S1903c127_7m_1	S1903c127_7m_2	S1903c129_26m_1	S1903c129_26m_2	S1903c144_13m_2	Las19c107_10m_1	Las19c107_10m_2	Las19c135_5m_1	Las19c135_5m_2	Las19c138_27m_1
TAX_303	0	293000	0	0	0	0	133000	133000	0	0	0	0	0	304000	236000	0	0	0	0	71000	0	0	0	0	0	105000	127000	0	0	368000	221000	0	110000	50000	0	0	563000
TAX_304	0	628000	0	0	0	0	394000	291000	0	0	0	0	0	405000	365000	141000	0	78000	0	263000	55000	0	0	54000	0	226000	232000	0	0	527000	275000	0	367000	105000	0	0	776000
TAX_305	0	2262000	0	804000	0	0	0	746000	0	515000	0	0	577000	1796000	1477000	1348000	955000	129000	1592000	1623000	1896000	1515000	1345000	1385000	1200000	56000	60000	1681000	1627000	969000	1391000	1155000	1709000	1616000	2173000	1928000	697000
TAX_306	0	109000	0	0	0	0	0	0	0	0	0	0	0	0	68000	0	0	0	0	0	0	0	0	0	0	89000	78000	0	0	129000	93000	0	56000	0	0	0	327000
TAX_307	0	570000	0	78000	0	0	0	95000	0	0	0	0	0	755000	209000	118000	62000	0	102000	271000	377000	210000	153000	180000	140000	0	0	709000	668000	219000	464000	732000	454000	316000	1173000	858000	118000
TAX_308	0	65000	0	52000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_309	0	2449000	0	1617000	0	576000	0	115000	0	944000	137000	0	798000	1755000	82000	180000	78000	0	140000	600000	948000	337000	257000	237000	208000	0	0	145000	162000	156000	299000	217000	405000	385000	265000	186000	65000
TAX_310	0	2751000	0	3235000	0	935000	0	741000	0	2462000	333000	0	2896000	2123000	364000	266000	92000	55000	151000	582000	923000	678000	526000	521000	461000	181000	220000	225000	288000	256000	316000	254000	759000	727000	626000	408000	128000
TAX_311	0	0	0	0	0	0	0	0	0	72000	0	0	87000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_312	0	53000	0	77000	0	0	0	109000	0	114000	0	0	203000	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_313	0	0	0	68000	0	0	0	0	0	54000	0	0	388000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_314	0	0	0	0	0	0	0	0	0	0	0	0	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_315	0	1171000	0	54000	0	0	0	72000	0	85000	0	0	962000	389000	0	0	0	0	0	200000	136000	0	0	0	0	0	0	0	62000	0	0	0	0	0	69000	0	0
TAX_316	0	0	0	91000	0	0	0	0	0	132000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_317	0	57000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57000	58000	0	0	100000	0	0	127000	88000	0
TAX_318	0	67000	0	0	0	0	0	51000	0	0	0	0	0	51000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52000
TAX_319	0	188000	0	0	0	0	0	68000	0	0	0	0	0	81000	0	0	0	0	0	60000	0	0	0	0	0	0	0	0	0	62000	0	57000	101000	0	0	0	684000
TAX_320	0	98000	0	102000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62000	0	0	0	0	0	0	0	0	0	0	0	0	62000	0	0
TAX_321	0	0	0	384000	0	0	0	713000	0	140000	0	0	0	0	0	0	0	0	0	0	0	289000	212000	241000	152000	0	0	0	0	0	0	0	583000	382000	0	0	475000
TAX_322	0	0	0	64000	0	0	0	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	100000
TAX_323	0	75000	0	136000	0	0	0	1032000	0	0	0	0	0	56000	0	0	0	0	0	0	0	75000	0	0	0	95000	114000	0	0	0	0	0	171000	147000	0	0	768000
TAX_324	0	143000	0	122000	0	0	0	501000	0	0	0	0	57000	193000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198000
TAX_325	0	0	0	0	0	0	0	78000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76000	0	0	0	188000
TAX_326	0	76000	0	58000	0	0	0	50000	0	0	0	0	0	149000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55000	0	0	0	122000
TAX_327	0	0	0	0	0	0	0	110000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_328	0	2101000	0	374000	0	0	1052000	91000	0	78000	0	0	81000	227000	1360000	1743000	1064000	281000	760000	1442000	376000	1342000	1155000	1628000	1369000	498000	493000	1587000	1410000	1335000	587000	1969000	2682000	1742000	1650000	1609000	2835000
TAX_329	0	154000	0	0	0	0	126000	0	0	0	0	0	0	0	61000	0	0	0	0	66000	0	0	0	0	0	0	0	0	0	0	0	0	86000	0	0	0	467000
TAX_330	0	172000	0	0	0	0	59000	0	0	0	0	0	0	0	146000	145000	0	0	0	0	0	72000	57000	106000	51000	70000	81000	0	0	143000	74000	51000	425000	170000	0	62000	765000
TAX_331	0	1013000	0	110000	0	0	513000	0	0	0	0	0	59000	79000	720000	1099000	603000	213000	394000	585000	105000	709000	548000	774000	595000	274000	233000	587000	537000	684000	307000	827000	1655000	991000	763000	709000	1641000
TAX_332	0	88000	0	0	0	0	102000	0	0	0	0	0	0	0	63000	59000	0	0	0	87000	0	0	0	0	0	0	0	0	0	66000	0	0	153000	68000	54000	0	232000
TAX_333	0	1694000	0	0	0	0	200000	0	0	0	0	0	0	83000	926000	789000	390000	257000	403000	1498000	1615000	877000	600000	653000	370000	474000	482000	220000	174000	1093000	1302000	229000	1034000	730000	262000	189000	1418000
TAX_334	0	72000	0	0	0	0	0	82000	0	76000	0	0	79000	71000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57000
TAX_335	0	190000	0	0	0	0	71000	0	0	0	0	0	0	0	199000	138000	63000	162000	84000	176000	275000	120000	69000	56000	0	226000	303000	0	0	445000	954000	0	166000	158000	0	0	413000
TAX_336	0	1047000	0	0	0	0	0	0	0	0	0	0	0	0	633000	108000	57000	0	97000	963000	992000	209000	164000	250000	142000	0	0	545000	475000	483000	616000	201000	150000	94000	589000	469000	273000
TAX_337	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_338	0	133000	0	0	0	0	0	0	0	0	0	0	0	0	80000	112000	58000	0	65000	94000	139000	112000	81000	69000	0	0	51000	151000	110000	178000	277000	190000	121000	91000	194000	133000	220000
TAX_339	0	1009000	0	1015000	0	70000	0	609000	0	537000	0	0	364000	1776000	259000	317000	190000	0	315000	196000	263000	581000	347000	404000	345000	0	0	616000	651000	252000	338000	1061000	760000	622000	1109000	821000	167000
TAX_340	0	0	0	0	0	0	0	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_341	0	3063000	0	1733000	0	751000	0	1968000	0	653000	258000	0	1869000	2947000	1590000	951000	453000	76000	751000	2060000	2222000	1290000	1035000	1194000	1177000	88000	111000	1694000	1598000	1333000	1450000	1408000	1557000	1344000	1934000	1652000	727000
TAX_342	0	789000	0	0	0	0	0	0	0	0	0	0	0	59000	570000	409000	230000	0	387000	709000	936000	602000	475000	456000	289000	0	52000	306000	291000	412000	670000	202000	645000	502000	341000	320000	208000
TAX_343	0	202000	0	0	0	0	0	533000	0	0	0	0	61000	719000	88000	0	0	0	0	0	95000	0	0	0	0	128000	156000	0	0	195000	228000	0	0	0	0	0	257000
TAX_344	0	1685000	0	591000	0	101000	145000	2352000	0	66000	0	0	1862000	2387000	428000	147000	53000	84000	58000	379000	656000	200000	145000	130000	123000	763000	894000	56000	68000	730000	973000	88000	371000	371000	98000	90000	1042000
TAX_345	0	126000	0	0	0	0	0	0	0	0	0	0	0	0	79000	56000	0	0	73000	89000	145000	61000	0	0	0	0	0	0	0	0	0	0	87000	67000	0	0	0
TAX_346	0	64000	0	0	0	0	0	190000	0	0	0	0	0	196000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51000	0	0	0	0	0	98000
TAX_347	0	69000	0	0	0	0	0	0	0	0	0	0	0	68000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_348	0	102000	0	0	0	0	0	177000	0	0	0	0	217000	194000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000
TAX_349	0	0	0	0	0	0	0	0	0	0	0	0	5102000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_350	0	0	0	0	0	0	0	0	0	0	0	0	572000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_351	0	0	0	0	0	0	0	0	0	0	0	0	701000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_352	0	0	0	0	0	0	0	0	0	0	0	0	53000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_353	0	122000	0	59000	0	0	0	114000	0	53000	0	0	401000	238000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_354	0	0	0	0	0	0	0	0	0	0	0	0	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_355	0	0	0	0	0	0	0	0	0	0	0	0	1580000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_356	0	0	0	0	0	0	0	0	0	0	0	0	53000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_357	0	635000	0	0	0	0	0	0	0	0	0	0	0	0	0	433000	212000	0	479000	572000	659000	170000	112000	77000	55000	0	0	0	0	0	0	0	575000	434000	0	0	0
TAX_358	0	1151000	0	0	0	0	0	0	0	0	0	0	0	62000	571000	274000	140000	0	290000	1275000	1327000	517000	352000	375000	249000	0	0	729000	638000	543000	830000	358000	470000	315000	771000	632000	74000
TAX_359	0	382000	0	0	0	0	179000	53000	0	0	0	0	0	208000	543000	104000	0	198000	0	203000	122000	52000	0	63000	0	227000	219000	0	0	1065000	749000	0	286000	111000	0	0	1408000
TAX_360	0	1767000	0	231000	0	0	57000	57000	0	56000	0	0	61000	107000	1660000	1280000	874000	93000	1095000	1669000	1293000	1439000	1303000	1408000	1161000	101000	92000	1292000	1190000	753000	695000	1286000	1597000	1311000	1346000	1260000	949000
TAX_361	0	137000	0	0	0	0	0	0	0	0	0	0	0	0	86000	0	0	0	0	125000	143000	0	0	0	0	0	0	0	0	76000	83000	0	0	0	0	0	65000
TAX_362	0	428000	0	0	0	0	0	0	0	0	0	0	0	0	266000	164000	68000	0	115000	385000	221000	220000	177000	169000	99000	0	0	91000	97000	74000	71000	99000	260000	174000	124000	104000	78000
TAX_363	0	214000	0	0	0	0	0	0	0	0	0	0	0	0	207000	257000	117000	0	160000	188000	146000	329000	274000	320000	246000	0	0	150000	145000	72000	62000	188000	406000	282000	151000	152000	122000
TAX_364	0	94000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58000	0	74000	0	91000	0	0	74000	73000	116000
TAX_365	0	1370000	0	0	0	0	0	0	0	0	0	0	0	68000	839000	233000	121000	93000	597000	966000	1414000	80000	78000	167000	89000	0	0	741000	716000	729000	1198000	164000	50000	0	1077000	852000	64000
TAX_366	0	404000	0	0	0	0	96000	0	0	0	0	0	0	80000	291000	235000	92000	368000	128000	235000	144000	80000	56000	62000	0	97000	103000	85000	60000	491000	368000	89000	260000	135000	194000	135000	1087000
TAX_367	0	693000	0	0	0	0	0	0	0	0	0	0	0	0	501000	291000	116000	69000	73000	562000	452000	469000	344000	303000	139000	68000	64000	0	0	332000	307000	0	715000	415000	0	0	490000
TAX_368	0	164000	0	0	0	0	56000	0	0	0	0	0	53000	0	67000	78000	0	0	0	68000	0	0	0	0	0	0	0	0	0	110000	0	55000	167000	0	0	58000	197000
TAX_369	0	121000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54000	0	0	100000	0	0	0	190000
TAX_370	0	639000	0	0	0	0	457000	56000	0	0	0	0	0	185000	312000	122000	58000	151000	0	186000	0	0	0	57000	0	90000	100000	0	0	504000	134000	67000	401000	113000	59000	0	1011000
TAX_371	0	325000	0	0	0	0	139000	0	0	0	0	0	0	70000	149000	218000	100000	117000	70000	151000	0	72000	50000	116000	70000	54000	0	91000	68000	208000	68000	180000	377000	162000	126000	119000	409000
TAX_372	0	66000	0	0	0	0	66000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150000	0	0	0	140000
TAX_373	0	344000	0	0	0	0	313000	70000	0	0	0	0	0	50000	146000	102000	0	0	0	118000	0	0	0	0	0	0	51000	0	0	133000	0	51000	359000	99000	0	0	471000
TAX_374	0	944000	0	148000	0	0	261000	160000	0	0	0	0	67000	275000	495000	620000	458000	242000	464000	660000	115000	301000	273000	467000	410000	0	0	620000	577000	379000	137000	845000	879000	521000	561000	717000	731000
TAX_375	0	86000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76000	0	0	0	66000	80000
TAX_376	0	0	0	0	0	0	75000	0	0	0	0	0	0	0	76000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	0	0	83000	0	0	0	498000
TAX_377	0	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104000	85000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_378	0	199000	0	0	0	0	139000	65000	0	0	0	0	0	0	97000	69000	0	0	0	108000	0	0	0	0	0	60000	0	0	0	173000	62000	0	229000	78000	0	0	691000
TAX_379	0	98000	0	0	0	0	59000	0	0	0	0	0	0	54000	0	0	0	0	0	0	0	0	0	0	0	0	57000	0	0	70000	0	0	80000	0	0	0	314000
TAX_380	0	567000	0	0	0	0	797000	0	0	0	0	0	0	0	534000	373000	92000	0	0	261000	92000	412000	236000	207000	128000	818000	841000	0	0	266000	209000	129000	1405000	652000	0	0	2580000
TAX_381	0	119000	0	0	0	0	241000	0	0	0	0	0	0	0	99000	0	0	0	0	0	0	0	0	0	0	141000	142000	0	0	53000	0	0	111000	0	0	0	284000
TAX_382	0	56000	0	62000	0	0	0	0	0	0	0	0	0	0	113000	0	0	0	0	0	0	53000	0	88000	55000	0	0	0	0	0	0	0	0	0	0	0	0
TAX_383	0	105000	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	56000	0	81000	99000	0	0	0	0	106000	102000	0	0	296000	361000	0	79000	0	64000	54000	138000
TAX_384	0	56000	0	0	0	0	0	0	0	0	0	0	0	79000	0	97000	0	0	0	0	0	0	0	0	0	0	0	95000	86000	324000	219000	54000	53000	0	110000	78000	58000
TAX_385	0	0	0	0	0	0	57000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399000
TAX_386	0	0	0	0	0	0	0	119000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_387	0	0	0	0	0	0	0	329000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_388	0	0	0	82000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_389	0	88000	0	60000	0	0	0	804000	0	0	0	0	0	125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125000
TAX_390	0	0	0	496000	0	0	0	281000	0	266000	0	0	0	0	0	0	0	0	0	0	0	55000	0	54000	0	0	0	0	0	0	0	0	93000	66000	0	0	0
TAX_391	0	877000	0	878000	0	0	0	1004000	0	349000	159000	0	454000	1102000	183000	234000	108000	53000	90000	140000	154000	203000	130000	139000	117000	0	0	450000	452000	601000	567000	281000	390000	278000	737000	528000	363000
TAX_392	0	943000	0	1037000	0	189000	61000	1527000	0	569000	100000	0	506000	1775000	271000	188000	73000	82000	58000	124000	166000	108000	88000	87000	84000	85000	121000	183000	196000	630000	720000	102000	325000	216000	482000	357000	510000
TAX_393	0	2446000	0	3155000	0	122000	173000	3804000	0	1192000	219000	0	2359000	3901000	563000	504000	215000	349000	147000	282000	300000	529000	369000	354000	321000	228000	253000	304000	283000	1294000	1147000	169000	1481000	989000	590000	420000	1678000
TAX_394	0	268000	0	677000	0	0	0	928000	0	140000	0	0	206000	1704000	56000	63000	0	0	0	0	0	71000	0	0	0	0	0	0	0	87000	145000	0	172000	121000	85000	54000	153000
TAX_395	0	391000	0	411000	0	87000	0	650000	0	191000	52000	0	178000	818000	97000	0	0	0	0	0	56000	0	0	0	0	0	0	66000	79000	218000	233000	0	95000	80000	175000	111000	173000
TAX_396	0	0	0	0	0	0	0	76000	0	0	0	0	0	321000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_397	0	0	0	0	0	0	0	321000	0	0	0	0	0	225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_398	0	0	0	0	0	0	0	349000	0	0	0	0	0	67000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77000
TAX_399	0	0	0	0	0	0	0	151000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_400	0	0	0	0	0	0	0	126000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_401	0	0	0	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_402	0	0	0	56000	0	0	0	1698000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51000	0	0	0	257000
TAX_403	0	0	0	0	0	0	0	73000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_404	0	0	0	134000	0	0	0	591000	0	51000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92000	50000	0	0	114000
TAX_405	26000	7887000	0	2001000	350000	475000	4589000	3392000	42000	1392000	348000	45000	2995000	3799000	3269000	2349000	1218000	861000	940000	3115000	2036000	1833000	1260000	1662000	1327000	2445000	2747000	2016000	1725000	3121000	3068000	2146000	4487000	2960000	2143000	2094000	7298000
TAX_406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152000	166000	0	0	64000	118000	0	0	0	0	0	0
TAX_407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52000	57000	0	0	0	0	0	0	0	0	0	0
TAX_408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54000	0	0	0	0	0	55000	0	0	0	63000	0	62000	0	0	0	0
TAX_409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73000	89000	0	0	0	73000	0	0	0	0	0	0
TAX_410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93000	119000	0	0	0	0	0	0	0	0	0	0
TAX_411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	491000
TAX_412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72000	95000	0	0	0	0	0	0	0	0	0	368000
TAX_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69000	0	0	0	0	0	0	113000
TAX_414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55000	65000	0	0	0	0	0	0	0	0	0	67000
TAX_415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130000	145000	0	0	0	0	0	0	0	0	0	0
TAX_416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55000
TAX_417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52000	0	0	0	0	0	0	0	0	0	0	198000
TAX_418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101000
TAX_419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53000	0	0	0	0	0	0	0	0	0	0
TAX_420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51000	0	0	0	0	0	0	0	0	0	0	67000	65000	0	0	54000	74000	0	0	0	0	0	118000
TAX_421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56000
TAX_422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69000	0	0	0	0	0	0	0	0	0	151000
TAX_423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101000	106000	0	0	0	0	0	0	0	0	0	57000
TAX_424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141000
TAX_425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53000
TAX_426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156000
TAX_427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000	57000	0	0	0	0	0	0	0	246000	0	0	0	0
TAX_428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94000	0	0	0	0
TAX_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55000	0	0	0	70000
TAX_430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58000
TAX_431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90000	0	0	0	0	0
TAX_432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68000
TAX_433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58000	0	0	0	103000
TAX_434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62000	0	61000	53000	0	0	0	0	0	0	0	58000	59000	0	0	0
TAX_435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53000
TAX_436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255000	0	0	0	62000	0
TAX_437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66000
TAX_438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71000	0	0	0	0	0
TAX_439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000	0	0
TAX_440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61000	0	0	0	0
TAX_441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58000	144000	0	0	0	0	0	0
TAX_442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64000	0	56000	0	0	0	0	0	0	0	0	194000	64000	0	0	493000
TAX_443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58000
TAX_444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56000
TAX_445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137000
TAX_446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235000
TAX_447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155000
TAX_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74000
TAX_449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000
TAX_450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153000
TAX_451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66000	0	0	0	0	90000	142000	0	0	59000	151000	0	0	0	0	0	138000
TAX_452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000
TAX_453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52000
